Text,label
jointlydevelopedtheorysuperconductivityusuallycalledBCStheory,0
discoveriesconcerningchemicalstructureantibodies,1
theoreticalpredictionspropertiessupercurrenttunnelbarrierparticularphenomenagenerallyknownJosephsoneffects,0
pioneeringworkperformedindependentlychemistryorganometalliccalledsandwichcompounds,4
pioneeringworkperformedindependentlychemistryorganometalliccalledsandwichcompounds,4
jointlynegotiatedceasefireVietnam1973,2
developmentinputoutputmethodapplicationimportanteconomicproblems,5
discoveriesconcerningorganizationelicitationindividualsocialbehaviourpatterns,1
experimentaldiscoveriesregardingtunnelingphenomenasemiconductorssuperconductorsrespectively,0
experimentaldiscoveriesregardingtunnelingphenomenasemiconductorssuperconductorsrespectively,0
discoveriesconcerningorganizationelicitationindividualsocialbehaviourpatterns,1
epicpsychologicalnarrativeartintroducednewcontinentliterature,3
jointlynegotiatedceasefireVietnam1973,2
discoveriesconcerningorganizationelicitationindividualsocialbehaviourpatterns,1
fundamentalachievementstheoreticalexperimentalphysicalchemistrymacromolecules,4
narrativeartfarseeinglandsagesservicefreedom,3
pioneeringworktheorymoneyeconomicfluctuationspenetratinganalysisinterdependenceeconomicsocialinstitutionalphenomena,5
writingscatchdewdropreflectcosmos,3
discoveriesconcerningstructuralfunctionalorganizationcell,1
pioneeringresearchradioastrophysicsRyleobservationsinventionsparticularaperturesynthesistechniqueHewishdecisiverolediscoverypulsars,0
pioneeringresearchradioastrophysicsRyleobservationsinventionsparticularaperturesynthesistechniqueHewishdecisiverolediscoverypulsars,0
discoveriesconcerningstructuralfunctionalorganizationcell,1
contributionstabilizeconditionsPacificrimareasigningNuclearNonProliferationTreaty,2
effortssecuredevelophumanrightsthroughoutworld,2
pioneeringworktheorymoneyeconomicfluctuationspenetratinganalysisinterdependenceeconomicsocialinstitutionalphenomena,5
discoveriesconcerningstructuralfunctionalorganizationcell,1
workstereochemistryenzymecatalyzedreactions,4
researchstereochemistryorganicmoleculesreactions,4
discoveriesconcerninginteractiontumourvirusesgeneticmaterialcell,1
discoveryconnectioncollectivemotionparticlemotionatomicnucleidevelopmenttheorystructureatomicnucleusbasedconnection,0
discoveryconnectioncollectivemotionparticlemotionatomicnucleidevelopmenttheorystructureatomicnucleusbasedconnection,0
discoveryconnectioncollectivemotionparticlemotionatomicnucleidevelopmenttheorystructureatomicnucleusbasedconnection,0
contributionstheoryoptimumallocationresources,5
contributionstheoryoptimumallocationresources,5
distinctivepoetrygreatartisticsensitivityinterpretedhumanvaluessignoutlooklifeillusions,3
discoveriesconcerninginteractiontumourvirusesgeneticmaterialcell,1
discoveriesconcerninginteractiontumourvirusesgeneticmaterialcell,1
strugglehumanrightsSovietUniondisarmamentcooperationnations,2
achievementsfieldsconsumptionanalysismonetaryhistorytheorydemonstrationcomplexitystabilizationpolicy,5
studiesstructureboranesilluminatingproblemschemicalbonding,4
courageouseffortsfoundingmovementputendviolentconflictNorthernIreland,2
pioneeringworkdiscoveryheavyelementaryparticlenewkind,0
pioneeringworkdiscoveryheavyelementaryparticlenewkind,0
discoveriesconcerningnewmechanismsorigindisseminationinfectiousdiseases,1
discoveriesconcerningnewmechanismsorigindisseminationinfectiousdiseases,1
courageouseffortsfoundingmovementputendviolentconflictNorthernIreland,2
humanunderstandingsubtleanalysiscontemporaryculturecombinedwork,3
fundamentaltheoreticalinvestigationselectronicstructuremagneticdisorderedsystems,0
pathbreakingcontributiontheoryinternationaltradeinternationalcapitalmovements,5
pathbreakingcontributiontheoryinternationaltradeinternationalcapitalmovements,5
fundamentaltheoreticalinvestigationselectronicstructuremagneticdisorderedsystems,0
fundamentaltheoreticalinvestigationselectronicstructuremagneticdisorderedsystems,0
discoveriesconcerningpeptidehormoneproductionbrain,1
developmentradioimmunoassayspeptidehormones,1
contributionsnonequilibriumthermodynamicsparticularlytheorydissipativestructures,4
discoveriesconcerningpeptidehormoneproductionbrain,1
worldwiderespecthumanrights,2
creativepoeticwritingilluminatesmansconditioncosmospresentdaysocietytimerepresentinggreatrenewaltraditionsSpanishpoetrywars,3
jointlynegotiatedpeaceEgyptIsrael1978,2
jointlynegotiatedpeaceEgyptIsrael1978,2
discoverycosmicmicrowavebackgroundradiation,0
discoveryrestrictionenzymesapplicationproblemsmoleculargenetics,1
discoveryrestrictionenzymesapplicationproblemsmoleculargenetics,1
discoveryrestrictionenzymesapplicationproblemsmoleculargenetics,1
discoverycosmicmicrowavebackgroundradiation,0
impassionednarrativeartrootsPolishJewishculturaltraditionbringsuniversalhumanconditionslife,3
pioneeringresearchdecisionmakingprocesswithineconomicorganizations,5
basicinventionsdiscoveriesarealowtemperaturephysics,0
contributionunderstandingbiologicalenergytransferformulationchemiosmotictheory,4
developmentuseboronphosphoruscontainingcompoundsrespectivelyimportantreagentsorganicsynthesis,4
pioneeringresearcheconomicdevelopmentresearchparticularconsiderationproblemsdevelopingcountries,5
pioneeringresearcheconomicdevelopmentresearchparticularconsiderationproblemsdevelopingcountries,5
workbringinghelpsufferinghumanity,2
developmentuseboronphosphoruscontainingcompoundsrespectivelyimportantreagentsorganicsynthesis,4
contributionstheoryunifiedweakelectromagneticinteractionelementaryparticlesincludinginteraliapredictionweakneutralcurrent,0
contributionstheoryunifiedweakelectromagneticinteractionelementaryparticlesincludinginteraliapredictionweakneutralcurrent,0
developmentcomputerassistedtomography,1
developmentcomputerassistedtomography,1
poetrybackgroundGreektraditiondepictssensuousstrengthintellectualclearsightednessmodernmansstrugglefreedomcreativeness,3
contributionstheoryunifiedweakelectromagneticinteractionelementaryparticlesincludinginteraliapredictionweakneutralcurrent,0
workstructureproteinsespeciallyinsulin,4
contributionsconcerningdeterminationbasesequencesnucleicacids,4
discoveriesconcerninggeneticallydeterminedstructurescellsurfaceregulateimmunologicalreactions,1
discoveriesconcerninggeneticallydeterminedstructurescellsurfaceregulateimmunologicalreactions,1
creationeconometricmodelsapplicationanalysiseconomicfluctuationseconomicpolicies,5
fundamentalstudiesbiochemistrynucleicacidsparticularregardrecombinantDNA,4
sourceinspirationrepressedpeopleespeciallyLatinAmerica,2
contributionsconcerningdeterminationbasesequencesnucleicacids,4
discoveryviolationsfundamentalsymmetryprinciplesdecayneutralKmesons,0
discoveryviolationsfundamentalsymmetryprinciplesdecayneutralKmesons,0
uncompromisingclearsightednessvoicesmansexposedconditionworldsevereconflicts,3
discoveriesconcerninggeneticallydeterminedstructurescellsurfaceregulateimmunologicalreactions,1
analysisfinancialmarketsrelationsexpendituredecisionsemploymentproductionprices,5
writingsmarkedbroadoutlookwealthideasartisticpower,3
discoveriesconcerninginformationprocessingvisualsystem,1
contributiondevelopmentlaserspectroscopy,0
effortshealwoundswarprovidinghelpprotectionrefugeesworld,2
promotingfundamentalrightsrefugees,2
discoveriesconcerningfunctionalspecializationcerebralhemispheres,1
theoriesdevelopedindependentlyconcerningcoursechemicalreactions,4
theoriesdevelopedindependentlyconcerningcoursechemicalreactions,4
discoveriesconcerninginformationprocessingvisualsystem,1
contributiondevelopmentlaserspectroscopy,0
contributiondevelopmenthighresolutionelectronspectroscopy,0
seminalstudiesindustrialstructuresfunctioningmarketscauseseffectspublicregulation,5
workdisarmamentnuclearweaponfreezones,2
novelsshortstoriesfantasticrealisticcombinedrichlycomposedworldimaginationreflectingcontinentslifeconflicts,3
discoveriesconcerningprostaglandinsrelatedbiologicallyactivesubstances,1
developmentcrystallographicelectronmicroscopystructuralelucidationbiologicallyimportantnucleicacidproteincomplexes,4
discoveriesconcerningprostaglandinsrelatedbiologicallyactivesubstances,1
theorycriticalphenomenaconnectionphasetransitions,0
workdisarmamentnuclearweaponfreezones,2
discoveriesconcerningprostaglandinsrelatedbiologicallyactivesubstances,1
nonviolentstrugglefreetradeunionshumanrightsPoland,2
workmechanismselectrontransferreactionsespeciallymetalcomplexes,4
discoverymobilegeneticelements,1
incorporatednewanalyticalmethodseconomictheoryrigorousreformulationtheorygeneralequilibrium,5
novelsperspicuityrealisticnarrativeartdiversityuniversalitymythilluminatehumanconditionworldtoday,3
theoreticalexperimentalstudiesnuclearreactionsimportanceformationchemicalelementsuniverse,0
theoreticalstudiesphysicalprocessesimportancestructureevolutionstars,0
theoriesconcerningspecificitydevelopmentcontrolimmunesystemdiscoveryprincipleproductionmonoclonalantibodies,1
theoriesconcerningspecificitydevelopmentcontrolimmunesystemdiscoveryprincipleproductionmonoclonalantibodies,1
theoriesconcerningspecificitydevelopmentcontrolimmunesystemdiscoveryprincipleproductionmonoclonalantibodies,1
poetryendowedfreshnesssensualityrichinventivenessprovidesliberatingimageindomitablespiritversatilityman,3
roleunifyingleaderfigurenonviolentcampaignresolveproblemapartheidSouthAfrica,2
developmentmethodologychemicalsynthesissolidmatrix,4
decisivecontributionslargeprojectleddiscoveryfieldparticlesWZcommunicatorsweakinteraction,0
decisivecontributionslargeprojectleddiscoveryfieldparticlesWZcommunicatorsweakinteraction,0
madefundamentalcontributionsdevelopmentsystemsnationalaccountshencegreatlyimprovedbasisempiricaleconomicanalysis,5
spreadingauthoritativeinformationcreatingawarenesscatastrophicconsequencesnuclearwar,2
discoveryquantizedHalleffect,0
discoveriesconcerningregulationcholesterolmetabolism,1
discoveriesconcerningregulationcholesterolmetabolism,1
outstandingachievementsdevelopmentdirectmethodsdeterminationcrystalstructures,4
outstandingachievementsdevelopmentdirectmethodsdeterminationcrystalstructures,4
novelcombinespoetspainterscreativenessdeepenedawarenesstimedepictionhumancondition,3
pioneeringanalysessavingfinancialmarkets,5
contributionsconcerningdynamicschemicalelementaryprocesses,4
contributionsconcerningdynamicschemicalelementaryprocesses,4
designscanningtunnelingmicroscope,0
designscanningtunnelingmicroscope,0
fundamentalworkelectronopticsdesignfirstelectronmicroscope,0
contributionsconcerningdynamicschemicalelementaryprocesses,4
discoveriesgrowthfactors,1
discoveriesgrowthfactors,1
messengermankindmessageonepeaceatonementdignity,2
wideculturalperspectivepoeticovertonesfashionsdramaexistence,3
developmentcontractualconstitutionalbasestheoryeconomicpoliticaldecisionmaking,5
developmentusemoleculesstructurespecificinteractionshighselectivity,4
allembracingauthorshipimbuedclaritythoughtpoeticintensity,3
importantbreakthroughdiscoverysuperconductivityceramicmaterials,0
developmentusemoleculesstructurespecificinteractionshighselectivity,4
importantbreakthroughdiscoverysuperconductivityceramicmaterials,0
discoverygeneticprinciplegenerationantibodydiversity,1
contributionstheoryeconomicgrowth,5
worklastingpeaceCentralAmerica,2
developmentusemoleculesstructurespecificinteractionshighselectivity,4
preventingarmedclashescreatingconditionsnegotiations,2
neutrinobeammethoddemonstrationdoubletstructureleptonsdiscoverymuonneutrino,0
neutrinobeammethoddemonstrationdoubletstructureleptonsdiscoverymuonneutrino,0
neutrinobeammethoddemonstrationdoubletstructureleptonsdiscoverymuonneutrino,0
discoveriesimportantprinciplesdrugtreatment,1
determinationthreedimensionalstructurephotosyntheticreactioncentre,4
determinationthreedimensionalstructurephotosyntheticreactioncentre,4
determinationthreedimensionalstructurephotosyntheticreactioncentre,4
worksrichnuanceclearsightedlyrealisticevocativelyambiguousformedArabiannarrativeartappliesmankind,3
discoveriesimportantprinciplesdrugtreatment,1
discoveriesimportantprinciplesdrugtreatment,1
pioneeringcontributionstheorymarketsefficientutilizationresources,5
discoverycatalyticpropertiesRNA,4
discoverycatalyticpropertiesRNA,4
developmentiontraptechnique,0
inventionseparatedoscillatoryfieldsmethodusehydrogenmaseratomicclocks,0
discoverycellularoriginretroviraloncogenes,1
developmentiontraptechnique,0
clarificationprobabilitytheoryfoundationseconometricsanalysessimultaneouseconomicstructures,5
richintensiveproserestrainedcompassionformschallengingvisionmansvulnerability,3
advocatingpeacefulsolutionsbasedupontolerancemutualrespectorderpreservehistoricalculturalheritagepeople,2
discoverycellularoriginretroviraloncogenes,1
impassionedwritingwidehorizonscharacterizedsensuousintelligencehumanisticintegrity,3
pioneeringinvestigationsconcerningdeepinelasticscatteringelectronsprotonsboundneutronsessentialimportancedevelopmentquarkmodelparticlephysics,0
pioneeringinvestigationsconcerningdeepinelasticscatteringelectronsprotonsboundneutronsessentialimportancedevelopmentquarkmodelparticlephysics,0
pioneeringinvestigationsconcerningdeepinelasticscatteringelectronsprotonsboundneutronsessentialimportancedevelopmentquarkmodelparticlephysics,0
pioneeringworktheoryfinancialeconomics,5
pioneeringworktheoryfinancialeconomics,5
discoveriesconcerningorgancelltransplantationtreatmenthumandisease,1
leadingroleplayedradicalchangesEastWestrelations,2
discoveriesconcerningorgancelltransplantationtreatmenthumandisease,1
pioneeringworktheoryfinancialeconomics,5
developmenttheorymethodologyorganicsynthesis,4
discoveryclarificationsignificancetransactioncostspropertyrightsinstitutionalstructurefunctioningeconomy,5
magnificentepicwritingwordsAlfredNobelgreatbenefithumanity,3
discoveriesconcerningfunctionsingleionchannelscells,1
discoveringmethodsdevelopedstudyingorderphenomenasimplesystemsgeneralizedcomplexformsmatterparticularliquidcrystalspolymers,0
nonviolentstruggledemocracyhumanrights,2
discoveriesconcerningfunctionsingleionchannelscells,1
contributionsdevelopmentmethodologyhighresolutionnuclearmagneticresonanceNMRspectroscopy,4
poeticoeuvregreatluminositysustainedhistoricalvisionoutcomemulticulturalcommitment,3
discoveriesconcerningreversibleproteinphosphorylationbiologicalregulatorymechanism,1
contributionstheoryelectrontransferreactionschemicalsystems,4
extendeddomainmicroeconomicanalysiswiderangehumanbehaviourinteractionincludingnonmarketbehaviour,5
strugglesocialjusticeethnoculturalreconciliationbasedrespectrightsindigenouspeoples,2
inventiondevelopmentparticledetectorsparticularmultiwireproportionalchamber,0
discoveriesconcerningreversibleproteinphosphorylationbiologicalregulatorymechanism,1
discoverynewtypepulsardiscoveryopenednewpossibilitiesstudygravitation,0
discoverynewtypepulsardiscoveryopenednewpossibilitiesstudygravitation,0
novelscharacterizedvisionaryforcepoeticimportgiveslifeessentialaspectAmericanreality,3
renewedresearcheconomichistoryapplyingeconomictheoryquantitativemethodsorderexplaineconomicinstitutionalchange,5
fundamentalcontributionsestablishmentoligonucleotidebasedsitedirectedmutagenesisdevelopmentproteinstudies,4
discoveriessplitgenes,1
discoveriessplitgenes,1
inventionpolymerasechainreactionPCRmethod,4
workpeacefulterminationapartheidregimelayingfoundationsnewdemocraticSouthAfrica,2
renewedresearcheconomichistoryapplyingeconomictheoryquantitativemethodsorderexplaineconomicinstitutionalchange,5
workpeacefulterminationapartheidregimelayingfoundationsnewdemocraticSouthAfrica,2
discoveryGproteinsroleproteinssignaltransductioncells,1
discoveryGproteinsroleproteinssignaltransductioncells,1
contributioncarbocationchemistry,4
developmentneutronspectroscopy,0
developmentneutrondiffractiontechnique,0
poeticforcecreatesimaginedworldlifemythcondenseformdisconcertingpicturehumanpredicamenttoday,3
effortscreatepeaceMiddleEast,2
effortscreatepeaceMiddleEast,2
effortscreatepeaceMiddleEast,2
pioneeringanalysisequilibriatheorynoncooperativegames,5
pioneeringanalysisequilibriatheorynoncooperativegames,5
pioneeringanalysisequilibriatheorynoncooperativegames,5
detectionneutrino,0
discoveriesconcerninggeneticcontrolearlyembryonicdevelopment,1
workatmosphericchemistryparticularlyconcerningformationdecompositionozone,4
workatmosphericchemistryparticularlyconcerningformationdecompositionozone,4
developedappliedhypothesisrationalexpectationstherebytransformedmacroeconomicanalysisdeepenedunderstandingeconomicpolicy,5
workslyricalbeautyethicaldepthexalteverydaymiracleslivingpast,3
workatmosphericchemistryparticularlyconcerningformationdecompositionozone,4
discoveriesconcerninggeneticcontrolearlyembryonicdevelopment,1
effortsdiminishpartplayednucleararmsinternationalpoliticslongerruneliminatearms,2
effortsdiminishpartplayednucleararmsinternationalpoliticslongerruneliminatearms,2
discoverytaulepton,0
discoveriesconcerninggeneticcontrolearlyembryonicdevelopment,1
discoverysuperfluidityhelium3,0
discoverysuperfluidityhelium3,0
discoverysuperfluidityhelium3,0
discoveriesconcerningspecificitycellmediatedimmunedefence,1
discoveriesconcerningspecificitycellmediatedimmunedefence,1
discoveryfullerenes,4
poetryironicprecisionallowshistoricalbiologicalcontextcomelightfragmentshumanreality,3
worktowardspeacefulsolutionconflictEastTimor,2
worktowardspeacefulsolutionconflictEastTimor,2
discoveryfullerenes,4
fundamentalcontributionseconomictheoryincentivesasymmetricinformation,5
discoveryfullerenes,4
fundamentalcontributionseconomictheoryincentivesasymmetricinformation,5
emulatesjestersMiddleAgesscourgingauthorityupholdingdignitydowntrodden,3
elucidationenzymaticmechanismunderlyingsynthesisadenosinetriphosphateATP,4
firstdiscoveryiontransportingenzymeNaKATPase,4
newmethoddeterminevaluederivatives,5
discoveryPrionsnewbiologicalprincipleinfection,1
developmentmethodscooltrapatomslaserlight,0
newmethoddeterminevaluederivatives,5
developmentmethodscooltrapatomslaserlight,0
developmentmethodscooltrapatomslaserlight,0
workbanningclearingantipersonnelmines,2
workbanningclearingantipersonnelmines,2
elucidationenzymaticmechanismunderlyingsynthesisadenosinetriphosphateATP,4
contributionswelfareeconomics,5
discoverynewformquantumfluidfractionallychargedexcitations,0
parablessustainedimaginationcompassionironycontinuallyenablesusapprehendelusoryreality,3
discoverynewformquantumfluidfractionallychargedexcitations,0
developmentdensityfunctionaltheory,4
discoveriesconcerningnitricoxidesignallingmoleculecardiovascularsystem,1
discoveriesconcerningnitricoxidesignallingmoleculecardiovascularsystem,1
discoveriesconcerningnitricoxidesignallingmoleculecardiovascularsystem,1
developmentcomputationalmethodsquantumchemistry,4
effortsfindpeacefulsolutionconflictNorthernIreland,2
effortsfindpeacefulsolutionconflictNorthernIreland,2
discoverynewformquantumfluidfractionallychargedexcitations,0
whosefrolicsomeblackfablesportrayforgottenfacehistory,3
studiestransitionstateschemicalreactionsusingfemtosecondspectroscopy,4
recognitionorganisationspioneeringhumanitarianworkseveralcontinents,2
elucidatingquantumstructureelectroweakinteractionsphysics,0
elucidatingquantumstructureelectroweakinteractionsphysics,0
analysismonetaryfiscalpolicydifferentexchangerateregimesanalysisoptimumcurrencyareas,5
discoveryproteinsintrinsicsignalsgoverntransportlocalizationcell,1
discoverydevelopmentconductivepolymers,4
œuvreuniversalvaliditybitterinsightslinguisticingenuityopenednewpathsChinesenoveldrama,3
developmenttheorymethodsanalyzingdiscretechoice,5
developmenttheorymethodsanalyzingselectivesamples,5
discoverydevelopmentconductivepolymers,4
discoverydevelopmentconductivepolymers,4
discoveriesconcerningsignaltransductionnervoussystem,1
developingsemiconductorheterostructuresusedhighspeedoptoelectronics,0
developingsemiconductorheterostructuresusedhighspeedoptoelectronics,0
workdemocracyhumanrightsSouthKoreaEastAsiageneralpeacereconciliationNorthKoreaparticular,2
discoveriesconcerningsignaltransductionnervoussystem,1
discoveriesconcerningsignaltransductionnervoussystem,1
partinventionintegratedcircuit,0
analysesmarketsasymmetricinformation,5
workbetterorganizedpeacefulworld,2
workbetterorganizedpeacefulworld,2
unitedperceptivenarrativeincorruptiblescrutinyworkscompelusseepresencesuppressedhistories,3
analysesmarketsasymmetricinformation,5
analysesmarketsasymmetricinformation,5
workchirallycatalysedoxidationreactions,4
developmentclickchemistrybioorthogonalchemistry,4
workchirallycatalysedhydrogenationreactions,4
workchirallycatalysedhydrogenationreactions,4
achievementBoseEinsteincondensationdilutegasesalkaliatomsearlyfundamentalstudiespropertiescondensates,0
achievementBoseEinsteincondensationdilutegasesalkaliatomsearlyfundamentalstudiespropertiescondensates,0
achievementBoseEinsteincondensationdilutegasesalkaliatomsearlyfundamentalstudiespropertiescondensates,0
discoverieskeyregulatorscellcycle,1
discoverieskeyregulatorscellcycle,1
discoverieskeyregulatorscellcycle,1
decadesuntiringeffortfindpeacefulsolutionsinternationalconflictsadvancedemocracyhumanrightspromoteeconomicsocialdevelopment,2
writingupholdsfragileexperienceindividualbarbaricarbitrarinesshistory,3
integratedinsightspsychologicalresearcheconomicscienceespeciallyconcerninghumanjudgmentdecisionmakinguncertainty,5
developmentnuclearmagneticresonancespectroscopydeterminingthreedimensionalstructurebiologicalmacromoleculessolution,4
developmentsoftdesorptionionisationmethodsmassspectrometricanalysesbiologicalmacromolecules,4
developmentsoftdesorptionionisationmethodsmassspectrometricanalysesbiologicalmacromolecules,4
establishedlaboratoryexperimentstoolempiricaleconomicanalysisespeciallystudyalternativemarketmechanisms,5
pioneeringcontributionsastrophysicsparticulardetectioncosmicneutrinos,0
pioneeringcontributionsastrophysicsparticulardetectioncosmicneutrinos,0
discoveriesconcerninggeneticregulationorgandevelopmentprogrammedcelldeath,1
discoveriesconcerninggeneticregulationorgandevelopmentprogrammedcelldeath,1
discoveriesconcerninggeneticregulationorgandevelopmentprogrammedcelldeath,1
pioneeringcontributionsastrophysicsleddiscoverycosmicXraysources,0
effortsdemocracyhumanrightsfocusedespeciallystrugglerightswomenchildren,2
methodsanalyzingeconomictimeseriescommontrendscointegration,5
methodsanalyzingeconomictimeseriestimevaryingvolatilityARCH,5
structuralmechanisticstudiesionchannels,4
discoverywaterchannels,4
pioneeringcontributionstheorysuperconductorssuperfluids,0
pioneeringcontributionstheorysuperconductorssuperfluids,0
discoveriesconcerningmagneticresonanceimaging,1
discoveriesconcerningmagneticresonanceimaging,1
innumerableguisesportrayssurprisinginvolvementoutsider,3
pioneeringcontributionstheorysuperconductorssuperfluids,0
contributionsdynamicmacroeconomicstimeconsistencyeconomicpolicydrivingforcesbehindbusinesscycles,5
discoveryubiquitinmediatedproteindegradation,4
contributionsdynamicmacroeconomicstimeconsistencyeconomicpolicydrivingforcesbehindbusinesscycles,5
contributionsustainabledevelopmentdemocracypeace,2
musicalflowvoicescountervoicesnovelsplaysextraordinarylinguisticzealrevealabsurditysocietysclicheacutessubjugatingpower,3
discoveryubiquitinmediatedproteindegradation,4
discoveryasymptoticfreedomtheorystronginteraction,0
discoveryasymptoticfreedomtheorystronginteraction,0
discoveryasymptoticfreedomtheorystronginteraction,0
discoveriesodorantreceptorsorganizationolfactorysystem,1
discoveriesodorantreceptorsorganizationolfactorysystem,1
discoveryubiquitinmediatedproteindegradation,4
playsuncoversprecipiceeverydayprattleforcesentryoppressionsclosedrooms,3
enhancedunderstandingconflictcooperationgametheoryanalysis,5
effortspreventnuclearenergyusedmilitarypurposesensurenuclearenergypeacefulpurposesusedsafestpossibleway,2
effortspreventnuclearenergyusedmilitarypurposesensurenuclearenergypeacefulpurposesusedsafestpossibleway,2
developmentmetathesismethodorganicsynthesis,4
developmentmetathesismethodorganicsynthesis,4
enhancedunderstandingconflictcooperationgametheoryanalysis,5
contributionsdevelopmentlaserbasedprecisionspectroscopyincludingopticalfrequencycombtechnique,0
contributionsdevelopmentlaserbasedprecisionspectroscopyincludingopticalfrequencycombtechnique,0
contributionquantumtheoryopticalcoherence,0
discoverybacteriumiHelicobacterpyloriirolegastritispepticulcerdisease,1
discoverybacteriumiHelicobacterpyloriirolegastritispepticulcerdisease,1
developmentmetathesismethodorganicsynthesis,4
effortscreateeconomicsocialdevelopment,2
effortscreateeconomicsocialdevelopment,2
questmelancholicsoulnativecitydiscoverednewsymbolsclashinterlacingcultures,3
analysisintertemporaltradeoffsmacroeconomicpolicy,5
studiesmolecularbasiseukaryotictranscription,4
discoveryblackbodyformanisotropycosmicmicrowavebackgroundradiation,0
discoveryRNAinterferencegenesilencingdoublestrandedRNA,1
discoveryRNAinterferencegenesilencingdoublestrandedRNA,1
discoveryblackbodyformanisotropycosmicmicrowavebackgroundradiation,0
laidfoundationsmechanismdesigntheory,5
laidfoundationsmechanismdesigntheory,5
laidfoundationsmechanismdesigntheory,5
effortsbuilddisseminategreaterknowledgemanmadeclimatechangelayfoundationsmeasuresneededcounteractchange,2
effortsbuilddisseminategreaterknowledgemanmadeclimatechangelayfoundationsmeasuresneededcounteractchange,2
studieschemicalprocessessolidsurfaces,4
epicistfemaleexperiencescepticismfirevisionarypowersubjecteddividedcivilisationscrutiny,3
discoveryGiantMagnetoresistance,0
discoveriesprinciplesintroducingspecificgenemodificationsmiceuseembryonicstemcells,1
discoveriesprinciplesintroducingspecificgenemodificationsmiceuseembryonicstemcells,1
discoveriesprinciplesintroducingspecificgenemodificationsmiceuseembryonicstemcells,1
discoveryGiantMagnetoresistance,0
importanteffortsseveralcontinentsthreedecadesresolveinternationalconflicts,2
authornewdeparturespoeticadventuresensualecstasyexplorerhumanitybeyondreigningcivilization,3
discoverydevelopmentgreenfluorescentproteinGFP,4
discoverydevelopmentgreenfluorescentproteinGFP,4
discoverydevelopmentgreenfluorescentproteinGFP,4
discoveryoriginbrokensymmetrypredictsexistenceleastthreefamiliesquarksnature,0
analysistradepatternslocationeconomicactivity,5
discoverymechanismspontaneousbrokensymmetrysubatomicphysics,0
discoveryhumanimmunodeficiencyvirus,1
discoveryhumanimmunodeficiencyvirus,1
discoveryhumanpapillomavirusescausingcervicalcancer,1
discoveryoriginbrokensymmetrypredictsexistenceleastthreefamiliesquarksnature,0
analysiseconomicgovernanceespeciallyboundariesfirm,5
analysiseconomicgovernanceespeciallycommons,5
extraordinaryeffortsstrengtheninternationaldiplomacycooperationpeoples,2
concentrationpoetryfranknessprosedepictslandscapedispossessed,3
studiesstructurefunctionribosome,4
studiesstructurefunctionribosome,4
studiesstructurefunctionribosome,4
inventionimagingsemiconductorcircuitCCDsensor,0
groundbreakingachievementsconcerningtransmissionlightfibersopticalcommunication,0
discoverychromosomesprotectedtelomeresenzymetelomerase,1
discoverychromosomesprotectedtelomeresenzymetelomerase,1
discoverychromosomesprotectedtelomeresenzymetelomerase,1
inventionimagingsemiconductorcircuitCCDsensor,0
analysismarketssearchfrictions,5
cartographystructurespowertrenchantimagesindividualsresistancerevoltdefeat,3
analysismarketssearchfrictions,5
longnonviolentstrugglefundamentalhumanrightsChina,2
palladiumcatalyzedcrosscouplingsorganicsynthesis,4
analysismarketssearchfrictions,5
palladiumcatalyzedcrosscouplingsorganicsynthesis,4
groundbreakingexperimentsregardingtwodimensionalmaterialgraphene,0
groundbreakingexperimentsregardingtwodimensionalmaterialgraphene,0
developmentvitrofertilization,1
palladiumcatalyzedcrosscouplingsorganicsynthesis,4
empiricalresearchcauseeffectmacroeconomy,5
nonviolentstrugglesafetywomenwomensrightsfullparticipationpeacebuildingwork,2
nonviolentstrugglesafetywomenwomensrightsfullparticipationpeacebuildingwork,2
nonviolentstrugglesafetywomenwomensrightsfullparticipationpeacebuildingwork,2
condensedtranslucentimagesgivesusfreshaccessreality,3
discoveryquasicrystals,4
empiricalresearchcauseeffectmacroeconomy,5
discoveryacceleratingexpansionUniverseobservationsdistantsupernovae,0
discoveryacceleratingexpansionUniverseobservationsdistantsupernovae,0
discoverydendriticcellroleadaptiveimmunity,1
discoveriesconcerningactivationinnateimmunity,1
discoveriesconcerningactivationinnateimmunity,1
discoveryacceleratingexpansionUniverseobservationsdistantsupernovae,0
theorystableallocationspracticemarketdesign,5
theorystableallocationspracticemarketdesign,5
sixdecadescontributedadvancementpeacereconciliationdemocracyhumanrightsEurope,2
hallucinatoryrealismmergesfolktaleshistorycontemporary,3
studiesGproteincoupledreceptors,4
studiesGproteincoupledreceptors,4
groundbreakingexperimentalmethodsenablemeasuringmanipulationindividualquantumsystems,0
discoverymaturecellsreprogrammedbecomepluripotent,1
discoverymaturecellsreprogrammedbecomepluripotent,1
groundbreakingexperimentalmethodsenablemeasuringmanipulationindividualquantumsystems,0
empiricalanalysisassetprices,5
developmentmultiscalemodelscomplexchemicalsystems,4
empiricalanalysisassetprices,5
empiricalanalysisassetprices,5
extensiveeffortseliminatechemicalweapons,2
mastercontemporaryshortstory,3
developmentmultiscalemodelscomplexchemicalsystems,4
developmentmultiscalemodelscomplexchemicalsystems,4
theoreticaldiscoverymechanismcontributesunderstandingoriginmasssubatomicparticlesrecentlyconfirmeddiscoverypredictedfundamentalparticleATLASCMSexperimentsCERNsLargeHadronCollider,0
